sortNumber;code;officialTitle;mediumTitle;shortTitle;note
540;SK0227514284;Opatovce nad Nitrou;Opatovce nad Nitrou;Opatovce nad Nitrou;514284
541;SK0227514292;Oslany;Oslany;Oslany;514292
542;SK0227514306;Podhradie;Podhradie;Podhradie;514306
543;SK0227514314;Poluvsie;Poluvsie;Poluvsie;514314
544;SK0227514322;Poruba;Poruba;Poruba;514322
545;SK0227514331;Pravenec;Pravenec;Pravenec;514331
546;SK0227514349;Radobica;Radobica;Radobica;514349
547;SK0227514357;Raztocno;Raztocno;Raztocno;514357
548;SK0227514365;Rudnianska Lehota;Rudnianska Lehota;Rudnianska Lehota;514365
549;SK0227514373;Sebedrazie;Sebedrazie;Sebedrazie;514373
550;SK0227514381;Sec;Sec;Sec;514381
551;SK0227514390;Sutovce;Sutovce;Sutovce;514390
552;SK0227514403;Temes;Temes;Temes;514403
553;SK0227514411;Tuzina;Tuzina;Tuzina;514411
554;SK0227514420;Valaska Bela;Valaska Bela;Valaska Bela;514420
555;SK0227514438;Velka Causa;Velka Causa;Velka Causa;514438
556;SK0227514454;Zemianske Kostolany;Zemianske Kostolany;Zemianske Kostolany;514454
557;SK0227557706;Lipnik;Lipnik;Lipnik;557706
558;SK0227557714;Jalovec;Jalovec;Jalovec;557714
559;SK0228500348;Zubak;Zubak;Zubak;500348
560;SK0228512851;Belusa;Belusa;Belusa;512851
561;SK0228512940;Dohnany;Dohnany;Dohnany;512940
562;SK0228512958;Dolna Breznica;Dolna Breznica;Dolna Breznica;512958
563;SK0228513121;Horovce;Horovce;Horovce;513121
564;SK0228513300;Lazy pod Makytou;Lazy pod Makytou;Lazy pod Makytou;513300
565;SK0228513318;Lednica;Lednica;Lednica;513318
566;SK0228513326;Lednicke Rovne;Lednicke Rovne;Lednicke Rovne;513326
567;SK0228513334;Luky;Luky;Luky;513334
568;SK0228513342;Lysa pod Makytou;Lysa pod Makytou;Lysa pod Makytou;513342
569;SK0228513377;Mestecko;Mestecko;Mestecko;513377
570;SK0228513407;Mojtin;Mojtin;Mojtin;513407
571;SK0228513610;Puchov;Puchov;Puchov;513610
572;SK0228513776;Visolaje;Visolaje;Visolaje;513776
573;SK0228513814;Zariecie;Zariecie;Zariecie;513814
574;SK0228557439;Dolne Kockovce;Dolne Kockovce;Dolne Kockovce;557439
575;SK0228557447;Nimnica;Nimnica;Nimnica;557447
576;SK0228557471;Strezenice;Strezenice;Strezenice;557471
577;SK0228557498;Vydrna;Vydrna;Vydrna;557498
578;SK0228557501;Kvasov;Kvasov;Kvasov;557501
579;SK0228557692;Horna Breznica;Horna Breznica;Horna Breznica;557692
580;SK0229505820;Trencin;Trencin;Trencin;505820
581;SK0229505838;Adamovske Kochanovce;Adamovske Kochanovce;Adamovske Kochanovce;505838
582;SK0229505854;Bobot;Bobot;Bobot;505854
583;SK0229505935;Dolna Poruba;Dolna Poruba;Dolna Poruba;505935
584;SK0229505943;Dolna Suca;Dolna Suca;Dolna Suca;505943
585;SK0229505960;Drietoma;Drietoma;Drietoma;505960
586;SK0229505978;Dubodiel;Dubodiel;Dubodiel;505978
587;SK0229506010;Horna Suca;Horna Suca;Horna Suca;506010
588;SK0229506028;Hornany;Hornany;Hornany;506028
589;SK0229506036;Horne Srnie;Horne Srnie;Horne Srnie;506036
590;SK0229506044;Hrabovka;Hrabovka;Hrabovka;506044
591;SK0229506087;Chocholna-Velcice;Chocholna-Velcice;Chocholna-Velcice;506087
592;SK0229506095;Ivanovce;Ivanovce;Ivanovce;506095
593;SK0229506133;Kostolna-Zariecie;Kostolna-Zariecie;Kostolna-Zariecie;506133
594;SK0229506168;Krivosud-Bodovka;Krivosud-Bodovka;Krivosud-Bodovka;506168
595;SK0229506231;Mnichova Lehota;Mnichova Lehota;Mnichova Lehota;506231
596;SK0229506273;Motesice;Motesice;Motesice;506273
597;SK0229506281;Nemsova;Nemsova;Nemsova;506281
598;SK0229506290;Neporadza;Neporadza;Neporadza;506290
599;SK0229506354;Omsenie;Omsenie;Omsenie;506354
600;SK0229506371;Opatovce;Opatovce;Opatovce;506371
601;SK0229506478;Selec;Selec;Selec;506478
602;SK0229506508;Soblahov;Soblahov;Soblahov;506508
603;SK0229506532;Svinna;Svinna;Svinna;506532
604;SK0229506541;Stvrtok;Stvrtok;Stvrtok;506541
605;SK0229506559;Trencianska Tepla;Trencianska Tepla;Trencianska Tepla;506559
606;SK0229506567;Trencianska Turna;Trencianska Turna;Trencianska Turna;506567
607;SK0229506591;Trencianske Jastrabie;Trencianske Jastrabie;Trencianske Jastrabie;506591
608;SK0229506605;Trencianske Mitice;Trencianske Mitice;Trencianske Mitice;506605
609;SK0229506613;Trencianske Teplice;Trencianske Teplice;Trencianske Teplice;506613
610;SK0229506648;Velka Hradna;Velka Hradna;Velka Hradna;506648
611;SK0229506656;Velke Bierovce;Velke Bierovce;Velke Bierovce;506656
612;SK0229545686;Melcice-Lieskove;Melcice-Lieskove;Melcice-Lieskove;545686
613;SK0229545741;Trencianske Stankovce;Trencianske Stankovce;Trencianske Stankovce;545741
614;SK0229546682;Skalka nad Vahom;Skalka nad Vahom;Skalka nad Vahom;546682
615;SK0229556475;Zamarovce;Zamarovce;Zamarovce;556475
616;SK0229581348;Petrova Lehota;Petrova Lehota;Petrova Lehota;581348
617;SK0231501026;Komarno;Komarno;Komarno;501026
618;SK0231501034;Bajc;Bajc;Bajc;501034
619;SK0231501042;Bodza;Bodza;Bodza;501042
620;SK0231501069;Brestovec;Brestovec;Brestovec;501069
621;SK0231501077;Buc;Buc;Buc;501077
622;SK0231501085;Calovec;Calovec;Calovec;501085
623;SK0231501093;Cicov;Cicov;Cicov;501093
624;SK0231501107;Dedina Mladeze;Dedina Mladeze;Dedina Mladeze;501107
625;SK0231501115;Svaty Peter;Svaty Peter;Svaty Peter;501115
626;SK0231501123;Dulovce;Dulovce;Dulovce;501123
627;SK0231501140;Hurbanovo;Hurbanovo;Hurbanovo;501140
628;SK0231501158;Chotin;Chotin;Chotin;501158
629;SK0231501166;Imel;Imel;Imel;501166
630;SK0231501174;Iza;Iza;Iza;501174
631;SK0231501182;Kamenicna;Kamenicna;Kamenicna;501182
632;SK0231501191;Klizska Nema;Klizska Nema;Klizska Nema;501191
633;SK0231501204;Kolarovo;Kolarovo;Kolarovo;501204
634;SK0231501212;Kravany nad Dunajom;Kravany nad Dunajom;Kravany nad Dunajom;501212
635;SK0231501221;Lipove;Lipove;Lipove;501221
636;SK0231501239;Marcelova;Marcelova;Marcelova;501239
637;SK0231501247;Martovce;Martovce;Martovce;501247
638;SK0231501255;Moca;Moca;Moca;501255
639;SK0231501263;Modrany;Modrany;Modrany;501263
640;SK0231501271;Mudronovo;Mudronovo;Mudronovo;501271
641;SK0231501280;Nesvady;Nesvady;Nesvady;501280
642;SK0231501301;Okolicna na Ostrove;Okolicna na Ostrove;Okolicna na Ostrove;501301
643;SK0231501310;Patince;Patince;Patince;501310
644;SK0231501328;Pribeta;Pribeta;Pribeta;501328
645;SK0231501336;Radvan nad Dunajom;Radvan nad Dunajom;Radvan nad Dunajom;501336
646;SK0231501344;Sokolce;Sokolce;Sokolce;501344
647;SK0231501352;Srobarova;Srobarova;Srobarova;501352
648;SK0231501361;Ton;Ton;Ton;501361
649;SK0231501379;Travnik;Travnik;Travnik;501379
650;SK0231501387;Velke Kosihy;Velke Kosihy;Velke Kosihy;501387
651;SK0231501395;Batorove Kosihy;Batorove Kosihy;Batorove Kosihy;501395
652;SK0231501409;Vrbova nad Vahom;Vrbova nad Vahom;Vrbova nad Vahom;501409
653;SK0231501417;Zemianska Olca;Zemianska Olca;Zemianska Olca;501417
654;SK0231501425;Zlatna na Ostrove;Zlatna na Ostrove;Zlatna na Ostrove;501425
655;SK0231555819;Bodzianske Luky;Bodzianske Luky;Bodzianske Luky;555819
656;SK0231555827;Virt;Virt;Virt;555827
657;SK0231580911;Holiare;Holiare;Holiare;580911
658;SK0232502031;Levice;Levice;Levice;502031
659;SK0232502049;Bajka;Bajka;Bajka;502049
660;SK0232502057;Batovce;Batovce;Batovce;502057
661;SK0232502065;Besa;Besa;Besa;502065
662;SK0232502073;Bielovce;Bielovce;Bielovce;502073
663;SK0232502090;Bory;Bory;Bory;502090
664;SK0232502103;Brhlovce;Brhlovce;Brhlovce;502103
665;SK0232502111;Cajkov;Cajkov;Cajkov;502111
666;SK0232502120;Caka;Caka;Caka;502120
667;SK0232502154;Demandice;Demandice;Demandice;502154
668;SK0232502162;Devicany;Devicany;Devicany;502162
669;SK0232502171;Dolna Sec;Dolna Sec;Dolna Sec;502171
670;SK0232502189;Dolne Semerovce;Dolne Semerovce;Dolne Semerovce;502189
671;SK0232502197;Dolny Pial;Dolny Pial;Dolny Pial;502197
672;SK0232502201;Domadice;Domadice;Domadice;502201
673;SK0232502219;Drzenice;Drzenice;Drzenice;502219
674;SK0232502227;Farna;Farna;Farna;502227
675;SK0232502243;Hokovce;Hokovce;Hokovce;502243
676;SK0232502251;Hontianska Vrbica;Hontianska Vrbica;Hontianska Vrbica;502251
677;SK0232502260;Horna Sec;Horna Sec;Horna Sec;502260
678;SK0232502278;Horne Semerovce;Horne Semerovce;Horne Semerovce;502278
679;SK0232502286;Horne Turovce;Horne Turovce;Horne Turovce;502286
680;SK0232502294;Horny Pial;Horny Pial;Horny Pial;502294
681;SK0232502324;Hronovce;Hronovce;Hronovce;502324
682;SK0232502332;Hronske Klacany;Hronske Klacany;Hronske Klacany;502332
683;SK0232502341;Hronske Kosihy;Hronske Kosihy;Hronske Kosihy;502341
684;SK0232502359;Ina;Ina;Ina;502359
685;SK0232502367;Ipelske Ulany;Ipelske Ulany;Ipelske Ulany;502367
686;SK0232502375;Ipelsky Sokolec;Ipelsky Sokolec;Ipelsky Sokolec;502375
687;SK0232502383;Jablonovce;Jablonovce;Jablonovce;502383
688;SK0232502391;Jur nad Hronom;Jur nad Hronom;Jur nad Hronom;502391
689;SK0232502413;Kalna nad Hronom;Kalna nad Hronom;Kalna nad Hronom;502413
690;SK0232502421;Kozarovce;Kozarovce;Kozarovce;502421
691;SK0232502430;Krskany;Krskany;Krskany;502430
692;SK0232502448;Kubanovo;Kubanovo;Kubanovo;502448
693;SK0232502456;Kukucinov;Kukucinov;Kukucinov;502456
694;SK0232502464;Kuralany;Kuralany;Kuralany;502464
695;SK0232502472;Ket;Ket;Ket;502472
696;SK0232502481;Lok;Lok;Lok;502481
697;SK0232502499;Lontov;Lontov;Lontov;502499
698;SK0232502502;Lula;Lula;Lula;502502
699;SK0232502511;Malas;Malas;Malas;502511
700;SK0232502537;Male Ludince;Male Ludince;Male Ludince;502537
701;SK0232502570;Mytne Ludany;Mytne Ludany;Mytne Ludany;502570
702;SK0232502588;Nova Dedina;Nova Dedina;Nova Dedina;502588
703;SK0232502596;Novy Tekov;Novy Tekov;Novy Tekov;502596
704;SK0232502600;Nyrovce;Nyrovce;Nyrovce;502600
705;SK0232502618;Ondrejovce;Ondrejovce;Ondrejovce;502618
706;SK0232502626;Pastovce;Pastovce;Pastovce;502626
707;SK0232502634;Pecenice;Pecenice;Pecenice;502634
708;SK0232502642;Plastovce;Plastovce;Plastovce;502642
709;SK0232502651;Plave Vozokany;Plave Vozokany;Plave Vozokany;502651
710;SK0232502669;Podluzany;Podluzany;Podluzany;502669
711;SK0232502677;Pohronsky Ruskov;Pohronsky Ruskov;Pohronsky Ruskov;502677
712;SK0232502693;Pukanec;Pukanec;Pukanec;502693
713;SK0232502707;Rybnik;Rybnik;Rybnik;502707
714;SK0232502715;Santovka;Santovka;Santovka;502715
715;SK0232502723;Sazdice;Sazdice;Sazdice;502723
716;SK0232502731;Sikenica;Sikenica;Sikenica;502731
717;SK0232502740;Slatina;Slatina;Slatina;502740
718;SK0232502758;Stary Hradok;Stary Hradok;Stary Hradok;502758
719;SK0232502766;Stary Tekov;Stary Tekov;Stary Tekov;502766
720;SK0232502782;Sahy;Sahy;Sahy;502782
721;SK0232502791;Salov;Salov;Salov;502791
722;SK0232502804;Sarovce;Sarovce;Sarovce;502804
723;SK0232502812;Tehla;Tehla;Tehla;502812
724;SK0232502821;Tekovske Luzany;Tekovske Luzany;Tekovske Luzany;502821
725;SK0232502847;Tekovsky Hradok;Tekovsky Hradok;Tekovsky Hradok;502847
726;SK0232502863;Tlmace;Tlmace;Tlmace;502863
727;SK0232502871;Tupa;Tupa;Tupa;502871
728;SK0232502880;Tura;Tura;Tura;502880
729;SK0232502898;Uhliska;Uhliska;Uhliska;502898
730;SK0232502910;Velke Ludince;Velke Ludince;Velke Ludince;502910
731;SK0232502928;Velke Turovce;Velke Turovce;Velke Turovce;502928
732;SK0232502936;Velky Dur;Velky Dur;Velky Dur;502936
733;SK0232502944;Vyskovce nad Iplom;Vyskovce nad Iplom;Vyskovce nad Iplom;502944
734;SK0232502952;Vysne nad Hronom;Vysne nad Hronom;Vysne nad Hronom;502952
735;SK0232502961;Zalaba;Zalaba;Zalaba;502961
736;SK0232502979;Zbrojniky;Zbrojniky;Zbrojniky;502979
737;SK0232502987;Zeliezovce;Zeliezovce;Zeliezovce;502987
738;SK0232502995;Zemberovce;Zemberovce;Zemberovce;502995
739;SK0232503002;Zemliare;Zemliare;Zemliare;503002
740;SK0232545350;Hontianske Trstany;Hontianske Trstany;Hontianske Trstany;545350
741;SK0232555843;Cata;Cata;Cata;555843
742;SK0232556777;Jesenske;Jesenske;Jesenske;556777
743;SK0232580937;Bohunice;Bohunice;Bohunice;580937
744;SK0232581135;Male Kozmalovce;Male Kozmalovce;Male Kozmalovce;581135
745;SK0232581160;Velke Kozmalovce;Velke Kozmalovce;Velke Kozmalovce;581160
746;SK0232581895;Hrkovce;Hrkovce;Hrkovce;581895
747;SK0233500011;Nitra;Nitra;Nitra;500011
748;SK0233500020;Aleksince;Aleksince;Aleksince;500020
749;SK0233500046;Bab;Bab;Bab;500046
750;SK0233500071;Branc;Branc;Branc;500071
751;SK0233500101;Cakajovce;Cakajovce;Cakajovce;500101
752;SK0233500135;Celadice;Celadice;Celadice;500135
753;SK0233500160;Cifare;Cifare;Cifare;500160
754;SK0233500194;Dolne Obdokovce;Dolne Obdokovce;Dolne Obdokovce;500194
755;SK0233500232;Golianovo;Golianovo;Golianovo;500232
756;SK0233500313;Hrubonovo;Hrubonovo;Hrubonovo;500313
757;SK0233500356;Jarok;Jarok;Jarok;500356
758;SK0233500372;Jelenec;Jelenec;Jelenec;500372
759;SK0233500381;Jelsovce;Jelsovce;Jelsovce;500381
760;SK0233500399;Kapince;Kapince;Kapince;500399
761;SK0233500402;Klasov;Klasov;Klasov;500402
762;SK0233500411;Kolinany;Kolinany;Kolinany;500411
763;SK0233500453;Lehota;Lehota;Lehota;500453
764;SK0233500470;Lucnica nad Zitavou;Lucnica nad Zitavou;Lucnica nad Zitavou;500470
765;SK0233500488;Lukacovce;Lukacovce;Lukacovce;500488
766;SK0233500518;Velke Chyndice;Velke Chyndice;Velke Chyndice;500518
767;SK0233500534;Male Zaluzie;Male Zaluzie;Male Zaluzie;500534
768;SK0233500569;Melek;Melek;Melek;500569
769;SK0233500577;Mojmirovce;Mojmirovce;Mojmirovce;500577
770;SK0233500631;Nova Ves nad Zitavou;Nova Ves nad Zitavou;Nova Ves nad Zitavou;500631
771;SK0233500640;Nove Sady;Nove Sady;Nove Sady;500640
772;SK0233500666;Pana;Pana;Pana;500666
773;SK0233500674;Podhorany;Podhorany;Podhorany;500674
774;SK0233500682;Pohranice;Pohranice;Pohranice;500682
775;SK0233500691;Polny Kesov;Polny Kesov;Polny Kesov;500691
776;SK0233500704;Risnovce;Risnovce;Risnovce;500704
777;SK0233500712;Rumanova;Rumanova;Rumanova;500712
778;SK0233500780;Surianky;Surianky;Surianky;500780
779;SK0233500798;Tajna;Tajna;Tajna;500798
780;SK0233500844;Velka Dolina;Velka Dolina;Velka Dolina;500844
781;SK0233500887;Velke Zaluzie;Velke Zaluzie;Velke Zaluzie;500887
782;SK0233500895;Velky Cetin;Velky Cetin;Velky Cetin;500895
783;SK0233500917;Vinodol;Vinodol;Vinodol;500917
784;SK0233500933;Vrable;Vrable;Vrable;500933
785;SK0233500941;Vycapy-Opatovce;Vycapy-Opatovce;Vycapy-Opatovce;500941
786;SK0233500950;Zbehy;Zbehy;Zbehy;500950
787;SK0233500992;Zirany;Zirany;Zirany;500992
788;SK0233501018;Zitavce;Zitavce;Zitavce;501018
789;SK0233545589;Cabaj-Capor;Cabaj-Capor;Cabaj-Capor;545589
790;SK0233545635;Horne Lefantovce;Horne Lefantovce;Horne Lefantovce;545635
791;SK0233555851;Maly Lapas;Maly Lapas;Maly Lapas;555851
792;SK0233555860;Velky Lapas;Velky Lapas;Velky Lapas;555860
793;SK0233555886;Cechynce;Cechynce;Cechynce;555886
794;SK0233555908;Maly Cetin;Maly Cetin;Maly Cetin;555908
795;SK0233555959;Hostova;Hostova;Hostova;555959
796;SK0233555967;Telince;Telince;Telince;555967
797;SK0233555991;Svatoplukovo;Svatoplukovo;Svatoplukovo;555991
798;SK0233556696;Nitrianske Hrnciarovce;Nitrianske Hrnciarovce;Nitrianske Hrnciarovce;556696
799;SK0233556785;Male Chyndice;Male Chyndice;Male Chyndice;556785
800;SK0233558320;Ivanka pri Nitre;Ivanka pri Nitre;Ivanka pri Nitre;558320
801;SK0233580899;Luzianky;Luzianky;Luzianky;580899
802;SK0233581097;Ludovitova;Ludovitova;Ludovitova;581097
803;SK0233581623;Babindol;Babindol;Babindol;581623
804;SK0233581691;Stefanovicova;Stefanovicova;Stefanovicova;581691
805;SK0233582387;Cab;Cab;Cab;582387
806;SK0233582425;Dolne Lefantovce;Dolne Lefantovce;Dolne Lefantovce;582425
807;SK0233582697;Badice;Badice;Badice;582697
808;SK0233582719;Stitare;Stitare;Stitare;582719
809;SK0234503011;Nove Zamky;Nove Zamky;Nove Zamky;503011
810;SK0234503029;Andovce;Andovce;Andovce;503029
811;SK0234503037;Bajtava;Bajtava;Bajtava;503037
812;SK0234503045;Banov;Banov;Banov;503045
813;SK0234503053;Bardonovo;Bardonovo;Bardonovo;503053
814;SK0234503061;Bela;Bela;Bela;503061
815;SK0234503070;Besenov;Besenov;Besenov;503070
816;SK0234503088;Bina;Bina;Bina;503088
817;SK0234503096;Branovo;Branovo;Branovo;503096
818;SK0234503100;Bruty;Bruty;Bruty;503100
819;SK0234503118;Cechy;Cechy;Cechy;503118
820;SK0234503126;Cernik;Cernik;Cernik;503126
821;SK0234503134;Dedinka;Dedinka;Dedinka;503134
822;SK0234503151;Dolny Ohaj;Dolny Ohaj;Dolny Ohaj;503151
823;SK0234503169;Dubnik;Dubnik;Dubnik;503169
824;SK0234503177;Dvory nad Zitavou;Dvory nad Zitavou;Dvory nad Zitavou;503177
825;SK0234503185;Gbelce;Gbelce;Gbelce;503185
826;SK0234503193;Hul;Hul;Hul;503193
827;SK0234503207;Chlaba;Chlaba;Chlaba;503207
828;SK0234503215;Jasova;Jasova;Jasova;503215
829;SK0234503223;Jatov;Jatov;Jatov;503223
830;SK0234503231;Kamenica nad Hronom;Kamenica nad Hronom;Kamenica nad Hronom;503231
831;SK0234503240;Kamenin;Kamenin;Kamenin;503240
832;SK0234503258;Kamenny Most;Kamenny Most;Kamenny Most;503258
833;SK0234503266;Kmetovo;Kmetovo;Kmetovo;503266
834;SK0234503274;Kolta;Kolta;Kolta;503274
835;SK0234503282;Komjatice;Komjatice;Komjatice;503282
836;SK0234503291;Komoca;Komoca;Komoca;503291
837;SK0234503312;Lela;Lela;Lela;503312
838;SK0234503321;Lipova;Lipova;Lipova;503321
839;SK0234503339;Luba;Luba;Luba;503339
840;SK0234503347;Mala nad Hronom;Mala nad Hronom;Mala nad Hronom;503347
841;SK0234503355;Male Kosihy;Male Kosihy;Male Kosihy;503355
842;SK0234503363;Mana;Mana;Mana;503363
843;SK0234503371;Michal nad Zitavou;Michal nad Zitavou;Michal nad Zitavou;503371
844;SK0234503380;Velky Kyr;Velky Kyr;Velky Kyr;503380
845;SK0234503398;Mojzesovo;Mojzesovo;Mojzesovo;503398
846;SK0234503401;Muzla;Muzla;Muzla;503401
847;SK0234503436;Nova Vieska;Nova Vieska;Nova Vieska;503436
848;SK0234503452;Palarikovo;Palarikovo;Palarikovo;503452
849;SK0234503479;Podhajska;Podhajska;Podhajska;503479
850;SK0234503487;Pozba;Pozba;Pozba;503487
851;SK0234503495;Radava;Radava;Radava;503495
852;SK0234503509;Rastislavice;Rastislavice;Rastislavice;503509
853;SK0234503517;Ruban;Ruban;Ruban;503517
854;SK0234503525;Salka;Salka;Salka;503525
855;SK0234503533;Semerovo;Semerovo;Semerovo;503533
856;SK0234503541;Sikenicka;Sikenicka;Sikenicka;503541
857;SK0234503550;Strekov;Strekov;Strekov;503550
858;SK0234503568;Svodin;Svodin;Svodin;503568
859;SK0234503576;Sarkan;Sarkan;Sarkan;503576
860;SK0234503584;Sturovo;Sturovo;Sturovo;503584
861;SK0234503592;Surany;Surany;Surany;503592
862;SK0234503606;Travnica;Travnica;Travnica;503606
863;SK0234503614;Tvrdosovce;Tvrdosovce;Tvrdosovce;503614
864;SK0234503631;Velke Lovce;Velke Lovce;Velke Lovce;503631
865;SK0234503649;Zemne;Zemne;Zemne;503649
866;SK0234556025;Vlkas;Vlkas;Vlkas;556025
867;SK0234556033;Pavlova;Pavlova;Pavlova;556033
868;SK0234556050;Ulany nad Zitavou;Ulany nad Zitavou;Ulany nad Zitavou;556050
869;SK0234556092;Nana;Nana;Nana;556092
870;SK0234582361;Obid;Obid;Obid;582361
871;SK0235500241;Hajske;Hajske;Hajske;500241
872;SK0235500739;Mocenok;Mocenok;Mocenok;500739
873;SK0235503711;Diakovce;Diakovce;Diakovce;503711
874;SK0235503720;Dlha nad Vahom;Dlha nad Vahom;Dlha nad Vahom;503720
875;SK0235503886;Kralova nad Vahom;Kralova nad Vahom;Kralova nad Vahom;503886
876;SK0235503932;Neded;Neded;Neded;503932
877;SK0235503991;Selice;Selice;Selice;503991
878;SK0235504025;Sala;Sala;Sala;504025
879;SK0235504068;Tesedikovo;Tesedikovo;Tesedikovo;504068
880;SK0235504092;Trnovec nad Vahom;Trnovec nad Vahom;Trnovec nad Vahom;504092
881;SK0235504165;Vlcany;Vlcany;Vlcany;504165
882;SK0235504190;Ziharec;Ziharec;Ziharec;504190
883;SK0235555878;Horna Kralova;Horna Kralova;Horna Kralova;555878
884;SK0236504998;Topolcany;Topolcany;Topolcany;504998
885;SK0236505021;Lipovnik;Lipovnik;Lipovnik;505021
886;SK0236505048;Ludanice;Ludanice;Ludanice;505048
887;SK0236505064;Luzany;Luzany;Luzany;505064
888;SK0236505137;Male Ripnany;Male Ripnany;Male Ripnany;505137
889;SK0236505226;Nemecky;Nemecky;Nemecky;505226
890;SK0236505234;Nitrianska Blatnica;Nitrianska Blatnica;Nitrianska Blatnica;505234
891;SK0236505242;Nitrianska Streda;Nitrianska Streda;Nitrianska Streda;505242
892;SK0236505251;Norovce;Norovce;Norovce;505251
893;SK0236505285;Oponice;Oponice;Oponice;505285
894;SK0236505340;Podhradie;Podhradie;Podhradie;505340
895;SK0236505374;Prasice;Prasice;Prasice;505374
896;SK0236505404;Preselany;Preselany;Preselany;505404
897;SK0236505421;Radosina;Radosina;Radosina;505421
898;SK0236505439;Rajcany;Rajcany;Rajcany;505439
899;SK0236505498;Solcany;Solcany;Solcany;505498
900;SK0236505510;Sulovce;Sulovce;Sulovce;505510
901;SK0236505536;Salgovce;Salgovce;Salgovce;505536
902;SK0236505561;Tesare;Tesare;Tesare;505561
903;SK0236505617;Tvrdomestice;Tvrdomestice;Tvrdomestice;505617
904;SK0236505641;Urmince;Urmince;Urmince;505641
905;SK0236505676;Velke Dvorany;Velke Dvorany;Velke Dvorany;505676
906;SK0236505714;Velke Ripnany;Velke Ripnany;Velke Ripnany;505714
907;SK0236505749;Velusovce;Velusovce;Velusovce;505749
908;SK0236505757;Vozokany;Vozokany;Vozokany;505757
909;SK0236505773;Zavada;Zavada;Zavada;505773
910;SK0236542661;Belince;Belince;Belince;542661
911;SK0236542695;Biskupova;Biskupova;Biskupova;542695
912;SK0236542709;Blesovce;Blesovce;Blesovce;542709
913;SK0236542717;Bojna;Bojna;Bojna;542717
914;SK0236542792;Cermany;Cermany;Cermany;542792
915;SK0236542881;Hajna Nova Ves;Hajna Nova Ves;Hajna Nova Ves;542881
916;SK0236542938;Horne Obdokovce;Horne Obdokovce;Horne Obdokovce;542938
917;SK0236542954;Horne Stitare;Horne Stitare;Horne Stitare;542954
918;SK0236542971;Hrusovany;Hrusovany;Hrusovany;542971
919;SK0236543039;Kamanova;Kamanova;Kamanova;543039
920;SK0236543063;Koniarovce;Koniarovce;Koniarovce;543063
921;SK0236543071;Kovarce;Kovarce;Kovarce;543071
922;SK0236543101;Krnca;Krnca;Krnca;543101
923;SK0236543110;Krtovce;Krtovce;Krtovce;543110
924;SK0236556149;Krusovce;Krusovce;Krusovce;556149
925;SK0236556157;Jacovce;Jacovce;Jacovce;556157
926;SK0236556165;Chrabrany;Chrabrany;Chrabrany;556165
927;SK0236556211;Oresany;Oresany;Oresany;556211
928;SK0236556220;Ardanovce;Ardanovce;Ardanovce;556220
929;SK0236556238;Svrbice;Svrbice;Svrbice;556238
930;SK0236556262;Dvorany nad Nitrou;Dvorany nad Nitrou;Dvorany nad Nitrou;556262
931;SK0236556297;Celadince;Celadince;Celadince;556297
932;SK0236556327;Solcianky;Solcianky;Solcianky;556327
933;SK0236556351;Horne Chlebany;Horne Chlebany;Horne Chlebany;556351
934;SK0236580457;Tovarniky;Tovarniky;Tovarniky;580457
935;SK0236581305;Nemcice;Nemcice;Nemcice;581305
936;SK0236581658;Praznovce;Praznovce;Praznovce;581658
937;SK0236581704;Kuzmice;Kuzmice;Kuzmice;581704
938;SK0237500062;Beladice;Beladice;Beladice;500062
939;SK0237500127;Caradice;Caradice;Caradice;500127
940;SK0237500151;Cierne Klacany;Cierne Klacany;Cierne Klacany;500151
941;SK0237500283;Hostie;Hostie;Hostie;500283
942;SK0237500305;Hostovce;Hostovce;Hostovce;500305
943;SK0237500321;Choca;Choca;Choca;500321
944;SK0237500364;Jedlove Kostolany;Jedlove Kostolany;Jedlove Kostolany;500364
945;SK0237500429;Kostolany pod Tribecom;Kostolany pod Tribecom;Kostolany pod Tribecom;500429
946;SK0237500437;Ladice;Ladice;Ladice;500437
947;SK0237500461;Lovce;Lovce;Lovce;500461
948;SK0237500500;Machulince;Machulince;Machulince;500500
949;SK0237500542;Mankovce;Mankovce;Mankovce;500542
950;SK0237500551;Martin nad Zitavou;Martin nad Zitavou;Martin nad Zitavou;500551
951;SK0237500585;Nemcinany;Nemcinany;Nemcinany;500585
952;SK0237500593;Neverice;Neverice;Neverice;500593
953;SK0237500607;Nevidzany;Nevidzany;Nevidzany;500607
954;SK0237500658;Obyce;Obyce;Obyce;500658
955;SK0237500721;Skycov;Skycov;Skycov;500721
956;SK0237500747;Slazany;Slazany;Slazany;500747
957;SK0237500755;Slepcany;Slepcany;Slepcany;500755
958;SK0237500810;Tesarske Mlynany;Tesarske Mlynany;Tesarske Mlynany;500810
959;SK0237500828;Topolcianky;Topolcianky;Topolcianky;500828
960;SK0237500836;Velcice;Velcice;Velcice;500836
961;SK0237500909;Vieska nad Zitavou;Vieska nad Zitavou;Vieska nad Zitavou;500909
962;SK0237500925;Volkovce;Volkovce;Volkovce;500925
963;SK0237500968;Zlate Moravce;Zlate Moravce;Zlate Moravce;500968
964;SK0237500976;Zlatno;Zlatno;Zlatno;500976
965;SK0237500984;Zikava;Zikava;Zikava;500984
966;SK0237517305;Tekovske Nemce;Tekovske Nemce;Tekovske Nemce;517305
967;SK0237555916;Cerveny Hradok;Cerveny Hradok;Cerveny Hradok;555916
