sortNumber;code;officialTitle;mediumTitle;shortTitle;note
1382;SK032B581585;Velka Luka;Velka Luka;Velka Luka;581585
1383;SK032C516759;Hodrusa-Hamre;Hodrusa-Hamre;Hodrusa-Hamre;516759
1384;SK032C516805;Horne Hamre;Horne Hamre;Horne Hamre;516805
1385;SK032C516813;Hrabicov;Hrabicov;Hrabicov;516813
1386;SK032C516830;Hronsky Benadik;Hronsky Benadik;Hronsky Benadik;516830
1387;SK032C516902;Klak;Klak;Klak;516902
1388;SK032C517062;Mala Lehota;Mala Lehota;Mala Lehota;517062
1389;SK032C517097;Nova Bana;Nova Bana;Nova Bana;517097
1390;SK032C517119;Ostry Grun;Ostry Grun;Ostry Grun;517119
1391;SK032C517127;Pila;Pila;Pila;517127
1392;SK032C517232;Rudno nad Hronom;Rudno nad Hronom;Rudno nad Hronom;517232
